Mun;Referen;N.Fijo ;D;Pal;Nlo;Nuc;Cvia;Descripción Vía               ;Npor;Es;Pl;Man;De;Superfic
069;8597076;3073414;L; ;002;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;00;   ;T ;    14,60;
069;8597076;3073415;T;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;04;C  ;V ;    71,00;
069;8597076;3073417;M;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;03;C  ;V ;    72,00;
069;8597076;3073418;U;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;03;D  ;V ;    62,00;
069;8597076;3073421;L;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;03;B  ;V ;    72,00;
069;8597076;3137906;Q;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;00;  1;C ;    38,00;
069;8597076;3165672;M;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;04;A  ;V ;    59,00;
069;8597076;3195267;U;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;00;  4;C ;    32,00;
069;8597076;3195268;F;P;001;001;5160;ZUBIAURRE, PASEO DE           ;065 ;  ;01;A  ;V ;    62,00;
069;8597077;0143660;W;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;02;D  ;V ;    57,00;
069;8597077;0143665;Q;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;04;B  ;V ;    64,00;
069;8597077;0143703;C;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;01;A  ;V ;    57,65;
069;8597077;0143703;C; ;002;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;01;   ;T ;     2,20;
069;8597077;0143741;N;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;01;C  ;V ;    64,00;
069;8597077;0143781;R;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;02;C  ;V ;    64,00;
069;8597077;0143812;D;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;03;A  ;V ;    57,00;
069;8597077;0143844;W;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;03;C  ;V ;    64,00;
069;8597077;0143847;A;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;04;C  ;V ;    64,00;
069;8597077;0143868;K;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;03;D  ;V ;    57,65;
069;8597077;0143874;C;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;04;D  ;V ;    57,00;
069;8597077;0143875;K;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;01;D  ;V ;    57,00;
069;8597077;0143881;C;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;02;A  ;V ;    57,00;
069;8597077;0143905;L;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;01;B  ;V ;    64,00;
069;8597077;3040716;B;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;02;B  ;V ;    64,00;
069;8597077;3073450;G;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;03;B  ;V ;    64,00;
069;8597077;3073461;P;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;04;A  ;V ;    57,00;
069;8597077;3195269;N;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;009;P ;    12,00;
069;8597077;3195270;L;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;004;P ;    15,80;
069;8597077;3195271;T;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;011;P ;    13,01;
069;8597077;3195272;E;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;008;P ;    13,00;
069;8597077;3195273;M;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;007;P ;     9,00;
069;8597077;3195274;U;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;006;P ;    13,00;
069;8597077;3195275;F;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;003;P ;    14,00;
069;8597077;3195275;F; ;002;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;   ;T ;     6,00;
069;8597077;3195278;G;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;010;P ;    12,00;
069;8597077;3195279;X;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;  5;G ;    26,00;
069;8597077;3195280;M;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;001;P ;    17,00;
069;8597077;5127605;P;P;001;001;5160;ZUBIAURRE, PASEO DE           ;066 ;  ;SM;002;P ;    14,00;
069;8597078;0143567;B;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;03;DR ;V ;    54,00;
069;8597078;0143569;R;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;01;IZ ;V ;    58,78;
069;8597078;0143569;R; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;   ;T ;     5,00;
069;8597078;0143573;Q;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;02;IZ ;V ;    70,00;
069;8597078;0143573;Q; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;  2;T ;     4,00;
069;8597078;0143574;B;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;04;DR ;V ;    54,00;
069;8597078;0143574;B; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;   ;T ;     4,00;
069;8597078;0143575;J;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;04;IZ ;V ;    70,00;
069;8597078;0143575;J; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;   ;T ;     4,00;
069;8597078;0143581;B;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;02;DR ;V ;    54,00;
069;8597078;0143587;D;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;01;DR ;V ;    54,00;
069;8597078;0143587;D; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;   ;T ;     4,00;
069;8597078;0143590;R;P;001;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;03;IZ ;V ;    70,00;
069;8597078;0143590;R; ;002;001;5160;ZUBIAURRE, PASEO DE           ;067 ;  ;SM;   ;T ;     4,00;
069;8597078;0143592;K;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;01;DR ;V ;    42,01;
069;8597078;0143592;K; ;002;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;01;DR ;Z ;    94,35;
069;8597078;0143596;T;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;01;IZ ;V ;    42,01;
069;8597078;0143596;T; ;002;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;01;IZ ;Z ;   141,30;
069;8597078;0143611;C;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;03;DR ;V ;    58,00;
069;8597078;0143617;E;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;02;DR ;V ;    71,00;
069;8597078;0143617;E; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  7;T ;     6,40;
069;8597078;0143619;U;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;04;IZ ;V ;    66,00;
069;8597078;0143619;U; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  4;T ;     6,40;
069;8597078;0143621;D;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;04;DR ;V ;    71,00;
069;8597078;0143622;L;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;02;IZ ;V ;    66,00;
069;8597078;0143622;L; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  6;T ;     6,40;
069;8597078;0143624;E;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;03;DR ;V ;    71,00;
069;8597078;0143624;E; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  3;T ;     6,40;
069;8597078;0143625;M;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;01;IZ ;V ;    66,00;
069;8597078;0143625;M; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  2;T ;     6,40;
069;8597078;3040751;L;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;02;IZ ;V ;    48,49;
069;8597078;3073476;K;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;02;DR ;V ;    58,00;
069;8597078;3137909;R;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;04;DR ;V ;    58,00;
069;8597078;3137932;K;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;01;DR ;V ;    71,00;
069;8597078;3137932;K; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  1;T ;     6,40;
069;8597078;3165684;G;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;04;IZ ;V ;    48,49;
069;8597078;3165686;W;P;001;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;03;IZ ;V ;    66,00;
069;8597078;3165686;W; ;002;003;5160;ZUBIAURRE, PASEO DE           ;069 ;  ;SM;  5;T ;     6,40;
069;8597078;3215079;E;P;001;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;03;IZ ;V ;    48,49;
069;8597078;3215079;E; ;002;002;5160;ZUBIAURRE, PASEO DE           ;068 ;  ;SM;  8;T ;     6,40;
069;8597079;0180348;U;P;001;001;6570;MENDIOLA, CAMINO DE           ;003 ;  ;00;   ;V ;    60,00;
069;8597079;0180348;U; ;002;001;6570;MENDIOLA, CAMINO DE           ;003 ;  ;01;   ;V ;    75,00;
069;8597079;0180348;U; ;003;001;6570;MENDIOLA, CAMINO DE           ;003 ;  ;BH;   ;T ;    52,00;
069;8597080;0180570;V;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;SM;   ;M ;    70,00;
069;8597080;0180571;G;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;00;IZ ;V ;    75,00;
069;8597080;0180572;X;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;01;DR ;V ;    70,00;
069;8597080;0180573;W;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;01;IZ ;V ;    75,00;
069;8597080;0180574;H;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;02;DR ;V ;    70,00;
069;8597080;0180575;P;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;02;IZ ;V ;    75,00;
069;8597080;0180576;A;P;001;001;6570;MENDIOLA, CAMINO DE           ;001 ;  ;00;DR ;V ;    70,00;
069;8597081;0178021;H;P;001;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;-1;   ;O ;  1005,05;
069;8597081;0178021;H; ;002;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;00;   ;O ;   997,88;
069;8597081;0178021;H; ;003;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;EP;   ;O ;   111,06;
069;8597081;0178021;H; ;004;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;01;   ;O ;   998,50;
069;8597081;0178021;H; ;005;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;E1;   ;O ;   171,00;
069;8597081;0178021;H; ;006;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;02;   ;O ;   998,50;
069;8597081;0178021;H; ;007;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;E2;   ;O ;   171,00;
069;8597081;0178021;H; ;008;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;03;   ;O ;   998,50;
069;8597081;0178021;H; ;009;001;3670;PASAI SAN PEDRO, AVENIDA DE   ;001 ;  ;E3;   ;O ;   171,00;
069;8597082;0143985;T;P;001;001;2670;LIZARDI                       ;005 ;  ;00;  4;C ;    40,00;
069;8597082;0143986;E;P;001;001;2670;LIZARDI                       ;005 ;  ;00;  5;C ;    30,00;
069;8597082;0143993;E;P;001;001;2670;LIZARDI                       ;005 ;  ;03;DR ;V ;    65,00;
069;8597082;0143997;N;P;001;001;2670;LIZARDI                       ;005 ;  ;02;IZ ;V ;    70,00;
069;8597082;0144031;D;P;001;001;2670;LIZARDI                       ;005 ;  ;04;DR ;V ;    65,00;
069;8597082;0144046;V;P;001;001;2670;LIZARDI                       ;005 ;  ;03;IZ ;V ;    70,00;
069;8597082;0144058;P;P;001;001;2670;LIZARDI                       ;007 ;  ;01;DR ;V ;    70,00;
069;8597082;0144072;P;P;001;001;2670;LIZARDI                       ;007 ;  ;03;DR ;V ;    70,00;
069;8597082;0144077;J;P;001;001;2670;LIZARDI                       ;007 ;  ;00;  6;C ;    30,00;
069;8597082;0144081;Y;P;001;001;2670;LIZARDI                       ;007 ;  ;00;  7;C ;    40,00;
069;8597082;0144083;B;P;001;001;2670;LIZARDI                       ;007 ;  ;00;  8;C ;    40,00;
069;8597082;0144084;J;P;001;001;2670;LIZARDI                       ;007 ;  ;00;  9;C ;    32,00;
069;8597082;0144088;S;P;001;001;2670;LIZARDI                       ;007 ;  ;03;IZ ;V ;    65,00;
069;8597082;0144149;H;P;001;001;2670;LIZARDI                       ;007 ;  ;02;DR ;V ;    70,00;
069;8597082;0144152;V;P;001;001;2670;LIZARDI                       ;007 ;  ;02;IZ ;V ;    65,00;
069;8597082;3040746;E;P;001;001;2670;LIZARDI                       ;005 ;  ;01;IZ ;V ;    70,00;
069;8597082;3040749;F;P;001;001;2670;LIZARDI                       ;007 ;  ;04;IZ ;V ;    65,00;
069;8597082;3073490;K;P;001;001;2670;LIZARDI                       ;007 ;  ;01;IZ ;V ;    65,00;
069;8597082;3137941;D;P;001;001;2670;LIZARDI                       ;007 ;  ;04;DR ;V ;    70,00;
069;8597082;3165688;P;P;001;001;2670;LIZARDI                       ;005 ;  ;02;DR ;V ;    65,00;
069;8597082;3195290;N;P;001;001;2670;LIZARDI                       ;005 ;  ;01;DR ;V ;    65,00;
069;8597082;3195291;V;P;001;001;2670;LIZARDI                       ;005 ;  ;04;IZ ;V ;    58,41;
069;8597082;5178397;L;P;001;001;2670;LIZARDI                       ;005 ;  ;04;   ;L ;     0,01;
069;8597082;6107397;Y;P;001;001;2670;LIZARDI                       ;005 ;  ;00;1-2;C ;    74,08;
069;8597083;0178423;J;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;003W;  ;00;   ;K ;   480,00;
069;8597084;5120790;Y; ;001;001;2460;JUAN XXIII, PASEO DE          ;003 ;  ;00;   ;R ;   928,00;
069;8597084;5120790;Y; ;002;001;2460;JUAN XXIII, PASEO DE          ;003 ;  ;01;   ;R ;   838,00;
069;8597084;5120790;Y; ;003;001;2460;JUAN XXIII, PASEO DE          ;003 ;  ;BH;   ;R ;   649,00;
069;8597084;5120790;Y;P;004;001;2460;JUAN XXIII, PASEO DE          ;003 ;  ;01;   ;V ;    90,00;
069;8597085;3044253;X;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;SM;001;C ;    85,59;
069;8597085;3044254;W;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;SM;002;C ;   102,52;
069;8597085;3044255;H;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;SM;003;C ;    75,62;
069;8597085;3044257;A;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;00;006;V ;    53,00;
069;8597085;3044258;Y;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;00;   ;C ;    53,00;
069;8597085;3044259;Q;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;01;C  ;V ;    68,00;
069;8597085;3044260;X;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;01;B  ;V ;    68,00;
069;8597085;3044261;W;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;01;A  ;V ;    68,00;
069;8597085;3044263;P;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;02;A  ;V ;    68,00;
069;8597085;3044264;A;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;02;B  ;V ;    65,63;
069;8597085;3044265;Y;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;02;C  ;V ;    68,00;
069;8597085;3044266;Q;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;02;D  ;V ;    68,00;
069;8597085;3044267;B;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;03;A  ;V ;    68,00;
069;8597085;3044268;J;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;03;B  ;V ;    68,00;
069;8597085;3044269;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;03;C  ;V ;    68,00;
069;8597085;3044270;P;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;03;D  ;V ;    68,00;
069;8597085;3044271;A;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;04;A  ;V ;    68,00;
069;8597085;3044272;Y;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;04;B  ;V ;    68,00;
069;8597085;3044273;Q;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;04;C  ;V ;    68,00;
069;8597085;3044274;B;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;04;D  ;V ;    68,00;
069;8597085;3044275;J;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;05;A  ;V ;    68,00;
069;8597085;3044276;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;05;B  ;V ;    68,00;
069;8597085;3044277;C;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;05;C  ;V ;    68,00;
069;8597085;3044278;K;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;05;D  ;V ;    68,00;
069;8597085;3044279;S;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;06;A  ;V ;    68,00;
069;8597085;3044280;Q;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;06;B  ;V ;    68,00;
069;8597085;3044281;B;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;06;C  ;V ;    68,00;
069;8597085;3044282;J;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;06;D  ;V ;    68,00;
069;8597085;3044283;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;07;A  ;V ;    68,00;
069;8597085;3044284;C;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;07;B  ;V ;    68,00;
069;8597085;3044285;K;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;07;C  ;V ;    68,00;
069;8597085;3044286;S;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;07;D  ;V ;    68,00;
069;8597085;3044287;D;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;08;A  ;V ;    68,00;
069;8597085;3044288;L;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;08;B  ;V ;    68,00;
069;8597085;3044289;T;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;08;C  ;V ;    68,00;
069;8597085;3044290;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;08;D  ;V ;    68,00;
069;8597085;3044291;C;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;09;A  ;V ;    68,00;
069;8597085;3044292;K;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;09;B  ;V ;    65,63;
069;8597085;3044293;S;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;09;C  ;V ;    68,00;
069;8597085;3044294;D;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;09;D  ;V ;    68,00;
069;8597085;3044295;L;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;10;A  ;V ;    68,00;
069;8597085;3044296;T;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;10;B  ;V ;    68,00;
069;8597085;3044297;E;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;10;C  ;V ;    68,00;
069;8597085;3044298;M;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;10;D  ;V ;    68,00;
069;8597085;3044299;U;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;11;A  ;V ;    68,00;
069;8597085;3044300;Q;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;11;B  ;V ;    68,00;
069;8597085;3044301;B;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;11;C  ;V ;    68,00;
069;8597085;3044302;J;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;11;D  ;V ;    68,00;
069;8597085;3044303;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;12;A  ;V ;    68,00;
069;8597085;3044304;C;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;12;B  ;V ;    65,63;
069;8597085;3044305;K;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;12;C  ;V ;    65,63;
069;8597085;3044306;S;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;12;D  ;V ;    68,00;
069;8597085;3044307;D;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;13;A  ;V ;    68,00;
069;8597085;3044308;L;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;13;B  ;V ;    65,63;
069;8597085;3044309;T;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;13;C  ;V ;    68,00;
069;8597085;3044310;R;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;13;D  ;V ;    68,00;
069;8597085;3044311;C;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;14;A  ;V ;    68,00;
069;8597085;3044312;K;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;14;B  ;V ;    68,00;
069;8597085;3044313;S;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;14;C  ;V ;    68,00;
069;8597085;3044314;D;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;14;D  ;V ;    68,00;
069;8597085;3044315;L;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;15;A  ;V ;    68,00;
069;8597085;3044316;T;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;15;B  ;V ;    68,00;
069;8597085;3044317;E;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;15;C  ;V ;    68,00;
069;8597085;3044319;U;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;01;D  ;V ;    68,00;
069;8597085;3044322;L;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;15;D  ;V ;    68,00;
069;8597085;5129549;W;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;00;   ;V ;    60,96;
069;8597085;6118285;P;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;SM;4B ;C ;    34,00;
069;8597085;6118286;A;P;001;001;4470;SERAPIO MUJIKA, PASEO DE      ;041 ;  ;SM;004;C ;    76,25;
069;8597086;6048217;B; ;001;001;1040;PARADA, CALLE DE              ;017A;  ;SM;   ;G ;    96,95;
069;8597086;6048217;B; ;002;001;1040;PARADA, CALLE DE              ;017A;  ;SM;   ;T ;    55,15;
069;8597086;6048217;B;P;003;001;1040;PARADA, CALLE DE              ;017A;  ;00;   ;V ;    89,41;
069;8597086;6048217;B; ;004;001;1040;PARADA, CALLE DE              ;017A;  ;00;   ;Z ;    47,44;
069;8597086;6048217;B; ;005;001;1040;PARADA, CALLE DE              ;017A;  ;01;   ;V ;    93,65;
069;8597086;6048217;B; ;006;001;1040;PARADA, CALLE DE              ;017A;  ;02;   ;V ;    52,06;
069;8597086;6048217;B; ;007;001;1040;PARADA, CALLE DE              ;017A;  ;02;   ;Z ;    21,83;
069;8597086;6048218;J; ;001;001;1040;PARADA, CALLE DE              ;017B;  ;SM;   ;G ;    96,95;
069;8597086;6048218;J; ;002;001;1040;PARADA, CALLE DE              ;017B;  ;SM;   ;T ;    51,15;
069;8597086;6048218;J;P;003;001;1040;PARADA, CALLE DE              ;017B;  ;00;   ;V ;    89,41;
069;8597086;6048218;J; ;004;001;1040;PARADA, CALLE DE              ;017B;  ;00;   ;Z ;    47,44;
069;8597086;6048218;J; ;005;001;1040;PARADA, CALLE DE              ;017B;  ;01;   ;V ;    89,19;
069;8597086;6048218;J; ;006;001;1040;PARADA, CALLE DE              ;017B;  ;02;   ;V ;    50,26;
069;8597086;6048218;J; ;007;001;1040;PARADA, CALLE DE              ;017B;  ;02;   ;Z ;    21,83;
069;8597086;6048218;J; ;008;002;1040;PARADA, CALLE DE              ;017B;  ;00;   ;K ;    32,00;
069;8597087;6023308;S; ;001;001;1040;PARADA, CALLE DE              ;015B;  ;-1;A  ;G ;    66,17;
069;8597087;6023308;S; ;002;001;1040;PARADA, CALLE DE              ;015B;  ;-1;A  ;V ;    54,95;
069;8597087;6023308;S;P;003;001;1040;PARADA, CALLE DE              ;015B;  ;00;A  ;V ;    79,79;
069;8597087;6023308;S; ;004;001;1040;PARADA, CALLE DE              ;015B;  ;00;A  ;Z ;    63,93;
069;8597087;6023308;S; ;005;001;1040;PARADA, CALLE DE              ;015B;  ;00;A  ;Z ;    30,22;
069;8597087;6023308;S; ;006;001;1040;PARADA, CALLE DE              ;015B;  ;01;A  ;V ;    85,73;
069;8597087;6023308;S; ;007;001;1040;PARADA, CALLE DE              ;015B;  ;BC;A  ;V ;    39,51;
069;8597087;6023308;S; ;008;001;1040;PARADA, CALLE DE              ;015B;  ;BC;A  ;T ;    25,37;
069;8597087;6023309;D; ;001;001;1040;PARADA, CALLE DE              ;015A;  ;-1;B  ;G ;    66,17;
069;8597087;6023309;D; ;002;001;1040;PARADA, CALLE DE              ;015A;  ;-1;B  ;V ;    54,95;
069;8597087;6023309;D;P;003;001;1040;PARADA, CALLE DE              ;015A;  ;00;B  ;V ;    79,79;
069;8597087;6023309;D; ;004;001;1040;PARADA, CALLE DE              ;015A;  ;00;B  ;Z ;    63,93;
069;8597087;6023309;D; ;005;001;1040;PARADA, CALLE DE              ;015A;  ;00;B  ;Z ;    30,22;
069;8597087;6023309;D; ;006;001;1040;PARADA, CALLE DE              ;015A;  ;01;B  ;V ;    85,73;
069;8597087;6023309;D; ;007;001;1040;PARADA, CALLE DE              ;015A;  ;BC;B  ;V ;    39,51;
069;8597087;6023309;D; ;008;001;1040;PARADA, CALLE DE              ;015A;  ;BC;B  ;T ;    25,37;
069;8597088;6041820;K;P;001;001;0100;ALCALDE JOSE ELOSEGI, AVDA. DE;283 ;  ;00;   ;K ;  6100,00;
